first_seen,last_seen,Keyword,Suggestion,is_new,blogpost_created
2022-07-12,2022-07-12,olympic games,olympic games running,True,False
2022-07-12,2022-07-12,olympic games,olympic games cold war,True,False
2022-07-12,2022-07-12,olympic games,olympic games party ideas,True,False
2022-07-12,2022-07-12,olympic games,olympic games opening ceremony,True,False
2022-07-12,2022-07-12,olympic games,olympic games game,True,False
2022-07-12,2022-07-12,olympic games,olympic games tokyo 2020 switch,True,False
2022-07-12,2022-07-12,olympic games,how many olympic games have there been,True,False
2022-07-12,2022-07-12,olympic games,olympic games 800m final,True,False
2022-07-12,2022-07-12,olympic games,olympic games 92 basketball,True,False
2022-07-12,2022-07-12,olympic games,olympic games every 4 years,True,False
2022-07-12,2022-07-12,olympic games,olympic games birmingham alabama,True,False
2022-07-12,2022-07-12,olympic games,olympic games sports,True,False
2022-07-12,2022-07-12,olympic games,olympic games 86,True,False
2022-07-12,2022-07-12,olympic games,olympic games greek mythology,True,False
2022-07-12,2022-07-12,olympic games,olympic games karate,True,False
2022-07-12,2022-07-12,olympic games,olympic games wii,True,False
2022-07-12,2022-07-12,olympic games,olympic games 2020 3x3 basketball,True,False
2022-07-12,2022-07-12,olympic games,olympic games doodle 2021,True,False
2022-07-12,2022-07-12,olympic games,olympic games abbreviation,True,False
2022-07-12,2022-07-12,olympic games,olympic games rio 2016,True,False
2022-07-12,2022-07-12,olympic games,olympic games atlanta,True,False
2022-07-12,2022-07-12,olympic games,olympic games 6th august,True,False
2022-07-12,2022-07-12,olympic games,olympic games 5000 meters,True,False
2022-07-12,2022-07-12,olympic games,olympic games summer,True,False
2022-07-12,2022-07-12,olympic games,olympic games start,True,False
2022-07-12,2022-07-12,olympic games,olympic games mexico 68,True,False
2022-07-12,2022-07-12,olympic games,olympic games xbox series s,True,False
2022-07-12,2022-07-12,olympic games,olympic games los angeles 2028,True,False
2022-07-12,2022-07-12,olympic games,olympic games brazil,True,False
2022-07-12,2022-07-12,olympic games,olympic games ps4,True,False
2022-07-12,2022-07-12,olympic games,olympic games categories,True,False
2022-07-12,2022-07-12,olympic games,olympic games gymnastics,True,False
2022-07-12,2022-07-12,olympic games,olympic games sponsors,True,False
2022-07-12,2022-07-12,olympic games,olympic games greek gods,True,False
2022-07-12,2022-07-12,olympic games,olympic games ke name,True,False
2022-07-12,2022-07-12,olympic games,olympic games nes,True,False
2022-07-12,2022-07-12,olympic games,the games z,True,False
2022-07-12,2022-07-12,olympic games,olympic games rings,True,False
2022-07-12,2022-07-12,olympic games,olympic games 50p full set,True,False
2022-07-12,2022-07-12,olympic games,olympic games rio 2016 medals,True,False
2022-07-12,2022-07-12,olympic games,olympic games 50m freestyle,True,False
2022-07-12,2022-07-12,olympic games,olympic games on ps4,True,False
2022-07-12,2022-07-12,olympic games,olympic games 2032,True,False
2022-07-12,2022-07-12,olympic games,olympic games by year,True,False
2022-07-12,2022-07-12,olympic games,olympic games meaning,True,False
2022-07-12,2022-07-12,olympic games,olympic games ki shuruaat kab hui,True,False
2022-07-12,2022-07-12,olympic games,olympic games dates and locations,True,False
2022-07-12,2022-07-12,olympic games,olympic games 50 km,True,False
2022-07-12,2022-07-12,olympic games,the x games 2021,True,False
2022-07-12,2022-07-12,olympic games,olympic games los angeles,True,False
2022-07-12,2022-07-12,olympic games,olympic games history ancient greece,True,False
2022-07-12,2022-07-12,olympic games,olympic 5 games,True,False
2022-07-12,2022-07-12,olympic games,olympic games years,True,False
2022-07-12,2022-07-12,olympic games,olympic games korea,True,False
2022-07-12,2022-07-12,olympic games,olympic games no longer played,True,False
2022-07-12,2022-07-12,olympic games,olympic games was the first surfing competition held,True,False
2022-07-12,2022-07-12,olympic games,olympic games jobs brisbane,True,False
2022-07-12,2022-07-12,olympic games,olympic games google game,True,False
2022-07-12,2022-07-12,olympic games,olympic games of ancient greece,True,False
2022-07-12,2022-07-12,olympic games,olympic games 90s,True,False
2022-07-12,2022-07-12,olympic games,olympic games venues 2024,True,False
2022-07-12,2022-07-12,olympic games,olympic games online 2022,True,False
2022-07-12,2022-07-12,olympic games,olympic games 50p coins value,True,False
2022-07-12,2022-07-12,olympic games,olympic games paris 1924,True,False
2022-07-12,2022-07-12,olympic games,olympic games united states,True,False
2022-07-12,2022-07-12,olympic games,olympic games winter,True,False
2022-07-12,2022-07-12,olympic games,olympic games names with pictures,True,False
2022-07-12,2022-07-12,olympic games,olympic games y8,True,False
2022-07-12,2022-07-12,olympic games,olympic games online stream,True,False
2022-07-12,2022-07-12,olympic games,olympic games london 2012,True,False
2022-07-12,2022-07-12,olympic games,olympic games a-z,True,False
2022-07-12,2022-07-12,olympic games,olympic games crafts,True,False
2022-07-12,2022-07-12,olympic games,olympic games locations,True,False
2022-07-12,2022-07-12,olympic games,olympic games list of sports,True,False
2022-07-12,2022-07-12,olympic games,olympic games next,True,False
2022-07-12,2022-07-12,olympic games,olympic games utah,True,False
2022-07-12,2022-07-12,olympic games,olympic games russia,True,False
2022-07-12,2022-07-12,olympic games,olympic games commodore 64,True,False
2022-07-12,2022-07-12,olympic games,olympic games sonic and mario,True,False
2022-07-12,2022-07-12,olympic games,olympic games tokyo 2020 medals,True,False
2022-07-12,2022-07-12,olympic games,olympic games party,True,False
2022-07-12,2022-07-12,olympic games,games the 3 players,True,False
2022-07-12,2022-07-12,olympic games,olympic games organization,True,False
2022-07-12,2022-07-12,olympic games,olympic games australia,True,False
2022-07-12,2022-07-12,olympic games,olympic games volleyball,True,False
2022-07-12,2022-07-12,olympic games,olympic games us,True,False
2022-07-12,2022-07-12,olympic games,the x games skateboarding,True,False
2022-07-12,2022-07-12,olympic games,olympic games 6 august,True,False
2022-07-12,2022-07-12,olympic games,olympic games you can play at home,True,False
2022-07-12,2022-07-12,olympic games,olympic games facts,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1896,True,False
2022-07-12,2022-07-12,olympic games,the games x,True,False
2022-07-12,2022-07-12,olympic games,olympic games medal count,True,False
2022-07-12,2022-07-12,olympic games,olympic games 80s,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1980,True,False
2022-07-12,2022-07-12,olympic games,olympic games list pdf,True,False
2022-07-12,2022-07-12,olympic games,olympic games ww2,True,False
2022-07-12,2022-07-12,olympic games,olympic games logo,True,False
2022-07-12,2022-07-12,olympic games,olympic games kya hai,True,False
2022-07-12,2022-07-12,olympic games,the 300 games,True,False
2022-07-12,2022-07-12,olympic games,olympic games location history,True,False
2022-07-12,2022-07-12,olympic games,olympic games 3x3 basketball,True,False
2022-07-12,2022-07-12,olympic games,olympic games year and place list,True,False
2022-07-12,2022-07-12,olympic games,olympic games 2020,True,False
2022-07-12,2022-07-12,olympic games,olympic games for 2021,True,False
2022-07-12,2022-07-12,olympic games,olympic games winners,True,False
2022-07-12,2022-07-12,olympic games,olympic games 2008,True,False
2022-07-12,2022-07-12,olympic games,olympic games history,True,False
2022-07-12,2022-07-12,olympic games,olympic games established,True,False
2022-07-12,2022-07-12,olympic games,olympic games venues 2028,True,False
2022-07-12,2022-07-12,olympic games,the x-games used to be known as,True,False
2022-07-12,2022-07-12,olympic games,olympic games cyber attack,True,False
2022-07-12,2022-07-12,olympic games,olympic games 3rd,True,False
2022-07-12,2022-07-12,olympic games,olympic games 94,True,False
2022-07-12,2022-07-12,olympic games,olympic games manifesto,True,False
2022-07-12,2022-07-12,olympic games,olympic games online 2021,True,False
2022-07-12,2022-07-12,olympic games,the games 0,True,False
2022-07-12,2022-07-12,olympic games,olympic games zeus,True,False
2022-07-12,2022-07-12,olympic games,olympic games tokyo,True,False
2022-07-12,2022-07-12,olympic games,olympic games nintendo switch,True,False
2022-07-12,2022-07-12,olympic games,olympic games five circles,True,False
2022-07-12,2022-07-12,olympic games,olympic games for 6 year olds,True,False
2022-07-12,2022-07-12,olympic games,olympic games new zealand,True,False
2022-07-12,2022-07-12,olympic games,olympic games japan 2022,True,False
2022-07-12,2022-07-12,olympic games,olympic games google doodle,True,False
2022-07-12,2022-07-12,olympic games,olympic games china,True,False
2022-07-12,2022-07-12,olympic games,olympic games in greece,True,False
2022-07-12,2022-07-12,olympic games,olympic games queen,True,False
2022-07-12,2022-07-12,olympic games,olympic games 50/50,True,False
2022-07-12,2022-07-12,olympic games,olympic games host 2020 21 crossword,True,False
2022-07-12,2022-07-12,olympic games,olympic games results,True,False
2022-07-12,2022-07-12,olympic games,olympics x games,True,False
2022-07-12,2022-07-12,olympic games,olympic games for family reunion,True,False
2022-07-12,2022-07-12,olympic games,olympic games for the classroom,True,False
2022-07-12,2022-07-12,olympic games,olympic games origin,True,False
2022-07-12,2022-07-12,olympic games,olympic games in china,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1996,True,False
2022-07-12,2022-07-12,olympic games,olympic games 2022,True,False
2022-07-12,2022-07-12,olympic games,olympic games 2028,True,False
2022-07-12,2022-07-12,olympic games,olympic games of 1996,True,False
2022-07-12,2022-07-12,olympic games,olympic games events history,True,False
2022-07-12,2022-07-12,olympic games,olympic games in berlin,True,False
2022-07-12,2022-07-12,olympic games,olympic games 2021,True,False
2022-07-12,2022-07-12,olympic games,olympic games quotes,True,False
2022-07-12,2022-07-12,olympic games,olympic games doodle,True,False
2022-07-12,2022-07-12,olympic games,olympic games played on ice,True,False
2022-07-12,2022-07-12,olympic games,olympic games 8k,True,False
2022-07-12,2022-07-12,olympic games,olympic games 2024,True,False
2022-07-12,2022-07-12,olympic games,olympic games activities,True,False
2022-07-12,2022-07-12,olympic games,olympic games future locations,True,False
2022-07-12,2022-07-12,olympic games,olympic games 92,True,False
2022-07-12,2022-07-12,olympic games,olympic games germany 1936,True,False
2022-07-12,2022-07-12,olympic games,olympic games esports,True,False
2022-07-12,2022-07-12,olympic games,olympic games hockey 2022,True,False
2022-07-12,2022-07-12,olympic games,olympic games vancouver,True,False
2022-07-12,2022-07-12,olympic games,olympic games during the cold war,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1968,True,False
2022-07-12,2022-07-12,olympic games,olympic games names,True,False
2022-07-12,2022-07-12,olympic games,olympic games beijing 2008,True,False
2022-07-12,2022-07-12,olympic games,olympic games mascots,True,False
2022-07-12,2022-07-12,olympic games,olympic games usa host,True,False
2022-07-12,2022-07-12,olympic games,olympic games barcelona,True,False
2022-07-12,2022-07-12,olympic games,olympic games video game,True,False
2022-07-12,2022-07-12,olympic games,olympic games day 6 schedule,True,False
2022-07-12,2022-07-12,olympic games,olympic games mexico,True,False
2022-07-12,2022-07-12,olympic games,olympic games judo,True,False
2022-07-12,2022-07-12,olympic games,olympic games munich,True,False
2022-07-12,2022-07-12,olympic games,olympic games cost,True,False
2022-07-12,2022-07-12,olympic games,olympic games years list,True,False
2022-07-12,2022-07-12,olympic games,olympic games during ww2,True,False
2022-07-12,2022-07-12,olympic games,olympic games tokyo 2022,True,False
2022-07-12,2022-07-12,olympic games,olympic games music,True,False
2022-07-12,2022-07-12,olympic games,the games 33,True,False
2022-07-12,2022-07-12,olympic games,olympic games barcelona 92,True,False
2022-07-12,2022-07-12,olympic games,olympic games beijing 2022,True,False
2022-07-12,2022-07-12,olympic games,olympic games economic impact,True,False
2022-07-12,2022-07-12,olympic games,olympic games quiz questions and answers in hindi,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1992,True,False
2022-07-12,2022-07-12,olympic games,olympic games at home,True,False
2022-07-12,2022-07-12,olympic games,olympic games usa,True,False
2022-07-12,2022-07-12,olympic games,olympic games new zealand schedule,True,False
2022-07-12,2022-07-12,olympic games,olympic games readathon,True,False
2022-07-12,2022-07-12,olympic games,olympic games online free,True,False
2022-07-12,2022-07-12,olympic games,olympic summer games 96 snes,True,False
2022-07-12,2022-07-12,olympic games,olympic games rome,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1988,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1948 6d stamp,True,False
2022-07-12,2022-07-12,olympic games,olympic games xbox one,True,False
2022-07-12,2022-07-12,olympic games,olympic games emblem,True,False
2022-07-12,2022-07-12,olympic games,olympic games england,True,False
2022-07-12,2022-07-12,olympic games,olympic games website,True,False
2022-07-12,2022-07-12,olympic games,olympic games 72,True,False
2022-07-12,2022-07-12,olympic games,olympic games movie,True,False
2022-07-12,2022-07-12,olympic games,olympic games game online,True,False
2022-07-12,2022-07-12,olympic games,olympic games 400m hurdles,True,False
2022-07-12,2022-07-12,olympic games,olympic games,True,False
2022-07-12,2022-07-12,olympic games,olympic games essay,True,False
2022-07-12,2022-07-12,olympic games,olympic games 5 rings meaning,True,False
2022-07-12,2022-07-12,olympic games,olympic games jam,True,False
2022-07-12,2022-07-12,olympic games,olympic games 88,True,False
2022-07-12,2022-07-12,olympic games,olympic games 2016,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1936,True,False
2022-07-12,2022-07-12,olympic games,olympic games kya hote hain,True,False
2022-07-12,2022-07-12,olympic games,olympic games 96,True,False
2022-07-12,2022-07-12,olympic games,olympic games on ice,True,False
2022-07-12,2022-07-12,olympic games,olympic games cities,True,False
2022-07-12,2022-07-12,olympic games,olympic games for preschoolers,True,False
2022-07-12,2022-07-12,olympic games,olympic games host cities,True,False
2022-07-12,2022-07-12,olympic games,olympic games online,True,False
2022-07-12,2022-07-12,olympic games,olympic games jam beijing 2022,True,False
2022-07-12,2022-07-12,olympic games,olympic games new york,True,False
2022-07-12,2022-07-12,olympic games,olympic games zdf,True,False
2022-07-12,2022-07-12,olympic games,olympic games online tokyo 2020,True,False
2022-07-12,2022-07-12,olympic games,olympic games in spanish,True,False
2022-07-12,2022-07-12,olympic games,olympic games kon kon se hai,True,False
2022-07-12,2022-07-12,olympic games,olympic games 2020 xbox,True,False
2022-07-12,2022-07-12,olympic games,olympic games list,True,False
2022-07-12,2022-07-12,olympic games,olympic games youtube,True,False
2022-07-12,2022-07-12,olympic games,olympic games viewership,True,False
2022-07-12,2022-07-12,olympic games,olympic games switch,True,False
2022-07-12,2022-07-12,olympic games,asterix olympic games xbox 360,True,False
2022-07-12,2022-07-12,olympic games,olympic games with ice,True,False
2022-07-12,2022-07-12,olympic games,olympic games abolished,True,False
2022-07-12,2022-07-12,olympic games,olympic games upcoming locations,True,False
2022-07-12,2022-07-12,olympic games,olympic games wiki,True,False
2022-07-12,2022-07-12,olympic games,olympic games jobs,True,False
2022-07-12,2022-07-12,olympic games,olympic games qualification,True,False
2022-07-12,2022-07-12,olympic games,olympic games volunteer,True,False
2022-07-12,2022-07-12,olympic games,olympic games for adults,True,False
2022-07-12,2022-07-12,olympic games,olympic games 3x3,True,False
2022-07-12,2022-07-12,olympic games,the games zoom,True,False
2022-07-12,2022-07-12,olympic games,olympic game zoo,True,False
2022-07-12,2022-07-12,olympic games,olympic games quiz questions and answers,True,False
2022-07-12,2022-07-12,olympic games,olympic games youth,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1984,True,False
2022-07-12,2022-07-12,olympic games,olympic games of 1936,True,False
2022-07-12,2022-07-12,olympic games,olympic games nintendo,True,False
2022-07-12,2022-07-12,olympic games,olympic games basketball,True,False
2022-07-12,2022-07-12,olympic games,olympic games 84,True,False
2022-07-12,2022-07-12,olympic games,olympic games events,True,False
2022-07-12,2022-07-12,olympic games,olympic games norway,True,False
2022-07-12,2022-07-12,olympic games,the games 90s,True,False
2022-07-12,2022-07-12,olympic games,olympic games ps5,True,False
2022-07-12,2022-07-12,olympic games,olympic games first held,True,False
2022-07-12,2022-07-12,olympic games,olympic games 8 august,True,False
2022-07-12,2022-07-12,olympic games,olympic games in atlanta,True,False
2022-07-12,2022-07-12,olympic games,olympic games japan 2020,True,False
2022-07-12,2022-07-12,olympic games,olympic games values,True,False
2022-07-12,2022-07-12,olympic games,olympic games zambia vs netherlands,True,False
2022-07-12,2022-07-12,olympic games,olympic games now,True,False
2022-07-12,2022-07-12,olympic games,olympic games japan,True,False
2022-07-12,2022-07-12,olympic games,olympic games symbol,True,False
2022-07-12,2022-07-12,olympic games,olympic games in usa,True,False
2022-07-12,2022-07-12,olympic games,olympic games for toddlers,True,False
2022-07-12,2022-07-12,olympic games,olympic games ke naam,True,False
2022-07-12,2022-07-12,olympic games,olympic games qatar,True,False
2022-07-12,2022-07-12,olympic games,olympic games records,True,False
2022-07-12,2022-07-12,olympic games,olympic games greece,True,False
2022-07-12,2022-07-12,olympic games,olympic games explained,True,False
2022-07-12,2022-07-12,olympic games,olympic games 50p,True,False
2022-07-12,2022-07-12,olympic games,olympic games yugoslavia,True,False
2022-07-12,2022-07-12,olympic games,olympic games 68,True,False
2022-07-12,2022-07-12,olympic games,olympic games motto,True,False
2022-07-12,2022-07-12,olympic games,olympic games in los angeles,True,False
2022-07-12,2022-07-12,olympic games,olympic games pictures,True,False
2022-07-12,2022-07-12,olympic games,olympic games examples,True,False
2022-07-12,2022-07-12,olympic games,olympic games ancient,True,False
2022-07-12,2022-07-12,olympic games,olympic games for seniors,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1948 6d stamp value,True,False
2022-07-12,2022-07-12,olympic games,olympic games uk,True,False
2022-07-12,2022-07-12,olympic games,olympic games 32,True,False
2022-07-12,2022-07-12,olympic games,olympic games held in usa,True,False
2022-07-12,2022-07-12,olympic games,olympic games schedule,True,False
2022-07-12,2022-07-12,olympic games,the 02 games,True,False
2022-07-12,2022-07-12,olympic games,olympic games rules,True,False
2022-07-12,2022-07-12,olympic games,olympic games qld,True,False
2022-07-12,2022-07-12,olympic games,olympic games unblocked,True,False
2022-07-12,2022-07-12,olympic games,olympic games upsc,True,False
2022-07-12,2022-07-12,olympic games,olympic games la 2028,True,False
2022-07-12,2022-07-12,olympic games,olympic games song,True,False
2022-07-12,2022-07-12,olympic games,olympic games germany,True,False
2022-07-12,2022-07-12,olympic games,olympic games 9 dots,True,False
2022-07-12,2022-07-12,olympic games,olympic games year and place,True,False
2022-07-12,2022-07-12,olympic games,olympic games paris,True,False
2022-07-12,2022-07-12,olympic games,olympic games athens,True,False
2022-07-12,2022-07-12,olympic games,olympic games bombing,True,False
2022-07-12,2022-07-12,olympic games,olympic games disciplines,True,False
2022-07-12,2022-07-12,olympic games,olympic games munich 1972,True,False
2022-07-12,2022-07-12,olympic games,the 3ds games,True,False
2022-07-12,2022-07-12,olympic games,olympic games 1972,True,False
2022-07-12,2022-07-12,olympic games,olympic games history timeline,True,False
2022-07-12,2022-07-12,olympic games,olympic games soccer,True,False
2022-07-12,2022-07-12,olympic games,olympic games information for students,True,False
2022-07-12,2022-07-12,olympic games,the games 98,True,False
2022-07-12,2022-07-12,olympic games,olympic games quiz,True,False
2022-07-12,2022-07-12,olympic games,olympic games venues,True,False
2022-07-12,2022-07-12,olympic games,olympic games ancient greece,True,False
2022-07-12,2022-07-12,olympic games,olympic games original sports,True,False
2022-07-12,2022-07-12,olympic games,olympic games committee,True,False
2022-07-12,2022-07-12,olympic games,olympic games quiz questions and answers pdf,True,False
2022-07-12,2022-07-12,olympic games,olympic games today,True,False
2022-07-12,2022-07-12,champion olympic games,the championship games,True,False
2022-07-12,2022-07-12,champion olympic games,the champions 4 game,True,False
2022-07-12,2022-07-12,champion olympic games,google olympic games former champion,True,False
2022-07-12,2022-07-12,champion olympic games,olympic champion definition,True,False
2022-07-12,2022-07-12,champion olympic games,champion the game lyrics,True,False
2022-07-12,2022-07-12,champion olympic games,champion of olympic games,True,False
2022-07-12,2022-07-12,champion olympic games,olympic games tokyo 2020 champion,True,False
2022-07-12,2022-07-12,champion olympic games,champion homes the game changer,True,False
2022-07-12,2022-07-12,champion olympic games,the champion in olympic games movie,True,False
2022-07-12,2022-07-12,champion olympic games,winner olympic game 2016,True,False
2022-07-12,2022-07-12,champion olympic games,google doodle olympic games sleeping champion,True,False
2022-07-12,2022-07-12,champion olympic games,winner of olympic games 2021,True,False
2022-07-12,2022-07-12,champion olympic games,olympic hockey champion list,True,False
2022-07-12,2022-07-12,champion olympic games,champion in the game right now,True,False
2022-07-12,2022-07-12,champion olympic games,champion the game,True,False
2022-07-12,2022-07-12,champion olympic games,winner olympic games,True,False
2022-07-12,2022-07-12,champion olympic games,indian winner olympic games tokyo 2020,True,False
2022-07-12,2022-07-12,champion olympic games,champion island games tokyo olympics 2020,True,False
2022-07-12,2022-07-12,champion olympic games,olympic champion island game,True,False
2022-07-12,2022-07-12,champion olympic games,google olympic games sleeping champion,True,False
2022-07-12,2022-07-12,champion olympic games,doodle champion olympic games,True,False
2022-07-12,2022-07-12,champion olympic games,world champion vs olympic champion,True,False
2022-07-12,2022-07-12,champion olympic games,google olympic games former champion sleeping,True,False
2022-07-12,2022-07-12,champion olympic games,the champion in game,True,False
2022-07-12,2022-07-12,champion olympic games,has tiger woods played in the olympics,True,False
2022-07-12,2022-07-12,champion olympic games,the champions league games,True,False
2022-07-12,2022-07-12,champion olympic games,how many olympic medals has each country won,True,False
2022-07-12,2022-07-12,champion olympic games,the champion 3d game,True,False
2022-07-12,2022-07-12,champion olympic games,the champion games google doodle,True,False
2022-07-12,2022-07-12,champion olympic games,who won olympics 2020,True,False
2022-07-12,2022-07-12,champion olympic games,champion olympic games,True,False
